id	document_id	entity_id	entity_type	paragraph	word
12898	78	1925	Models::Entity	558	12
12899	78	1926	Models::Entity	560	13
12900	78	1759	Models::Entity	562	72
12901	78	1927	Models::Entity	570	36
12902	78	1759	Models::Entity	608	43
12903	78	1799	Models::Entity	608	53
12904	78	1759	Models::Entity	610	21
12905	78	1799	Models::Entity	610	32
12906	78	1759	Models::Entity	612	29
12907	78	1759	Models::Entity	612	29
12908	78	1799	Models::Entity	612	74
12909	78	1759	Models::Entity	614	46
12910	78	1759	Models::Entity	614	46
12911	78	1799	Models::Entity	614	109
12912	78	1759	Models::Entity	620	6
12913	78	1928	Models::Entity	620	36
12914	78	1786	Models::Entity	620	49
12915	78	1759	Models::Entity	624	4
12916	78	1786	Models::Entity	624	23
12917	78	1504	Models::Article	624	20
12918	78	1929	Models::Entity	627	10
12919	78	1884	Models::Entity	632	2
12920	78	1759	Models::Entity	635	3
12921	78	1930	Models::Entity	635	10
12922	78	1786	Models::Entity	635	59
12923	78	1751	Models::Entity	635	90
12924	78	1757	Models::Entity	635	96
12925	78	1759	Models::Entity	637	6
12926	78	1931	Models::Entity	637	15
12927	78	1901	Models::Entity	637	40
12928	78	1902	Models::Entity	637	68
12929	78	1903	Models::Entity	637	76
12930	78	1931	Models::Entity	637	15
12931	78	1931	Models::Entity	637	15
12932	78	1759	Models::Entity	637	6
12933	78	1931	Models::Entity	637	15
12934	78	1801	Models::Entity	645	20
12935	78	1759	Models::Entity	645	32
12936	78	1799	Models::Entity	645	79
12937	78	1932	Models::Entity	647	12
12938	78	1759	Models::Entity	647	17
12939	78	1933	Models::Entity	647	44
12940	78	1799	Models::Entity	647	60
12941	78	1775	Models::Entity	649	3
12942	78	1934	Models::Entity	649	42
12943	78	1759	Models::Entity	649	5
12944	78	1759	Models::Entity	649	5
12945	78	1759	Models::Entity	651	4
12946	78	1759	Models::Entity	651	4
12947	78	1759	Models::Entity	653	2
12948	78	1759	Models::Entity	655	2
12949	78	1799	Models::Entity	655	24
12950	78	1759	Models::Entity	657	16
12951	78	1786	Models::Entity	661	5
12952	78	1505	Models::Article	661	2
12953	78	1935	Models::Entity	663	1
12954	78	1936	Models::Entity	663	8
12955	78	1786	Models::Entity	666	3
12956	78	1759	Models::Entity	666	27
12957	78	1937	Models::Entity	668	7
12958	78	1759	Models::Entity	670	12
12959	78	1759	Models::Entity	670	12
12960	78	1925	Models::Entity	677	13
